ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Nivel_gravedad,Categoria,Frecuencia_similar,Personas_afectadas,Fecha
5479,Pedro,56.0,Otro,Bogotá,faltan médicos en el centro de salud.,Salud,No urgente,2023-01-15,0,1,0,LEVE,Salud,1,1,2023-01-15
5480,Carlos,72.0,Otro,Cartagena,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-01-16,1,1,0,GRAVE,Educación,1,1,2023-01-16
5481,Laura,55.0,F,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2024-06-17,0,1,1,GRAVE,Seguridad,1,1,2024-06-17
5482,Jorge,37.0,Otro,Medellín,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-10-27,0,0,1,LEVE,Seguridad,1,1,2023-10-27
5483,Valentina,68.0,,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-11-17,1,0,1,GRAVE,Medio Ambiente,1,1,2024-11-17
5484,Pedro,70.0,Otro,Manizales,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-04-17,1,1,1,GRAVE,Seguridad,1,1,2024-04-17
5485,Carlos,77.0,F,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-07-04,0,0,0,GRAVE,Medio Ambiente,1,1,2024-07-04
5486,María,52.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Salud,Urgente,2023-08-25,0,0,0,GRAVE,Salud,1,1,2023-08-25
5487,Jorge,33.0,F,Santa Marta,hay problemas con la recolección de basura.,Salud,Urgente,2023-02-12,0,1,1,GRAVE,Salud,1,1,2023-02-12
5488,Pedro,50.0,F,Cúcuta,queremos más presencia policial.,Medio Ambiente,Urgente,2024-05-10,1,1,0,GRAVE,Medio Ambiente,1,1,2024-05-10
5489,Jorge,76.0,Otro,Cartagena,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-09-12,0,1,0,LEVE,Seguridad,1,1,2024-09-12
5490,Jorge,77.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Salud,No urgente,2023-09-04,0,1,0,LEVE,Salud,1,1,2023-09-04
5491,Sofía,52.0,F,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-05-29,0,0,0,GRAVE,Medio Ambiente,1,1,2024-05-29
5492,Ana,62.0,Otro,Cali,queremos más presencia policial.,Medio Ambiente,No urgente,2023-05-06,0,0,1,LEVE,Medio Ambiente,1,1,2023-05-06
5493,Carlos,38.0,M,Santa Marta,la contaminación del río está aumentando.,Educación,Urgente,2024-08-30,1,1,0,GRAVE,Educación,1,1,2024-08-30
5494,Carlos,59.0,Otro,Cali,no hay suficientes escuelas públicas.,Educación,Urgente,2023-11-14,0,1,1,GRAVE,Educación,1,1,2023-11-14
5495,Camilo,25.0,M,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,2023-02-01,0,1,1,GRAVE,Salud,1,1,2023-02-01
5496,Valentina,62.0,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-03-05,1,0,0,LEVE,Educación,1,1,2023-03-05
5497,Laura,59.0,,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-02-27,0,0,0,LEVE,Medio Ambiente,1,1,2023-02-27
5498,María,74.0,M,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-08-07,1,1,0,LEVE,Medio Ambiente,1,1,2023-08-07
5499,María,39.0,F,Bucaramanga,queremos más presencia policial.,Educación,No urgente,2023-11-23,1,0,0,LEVE,Educación,1,1,2023-11-23
5500,Juan,62.0,Otro,Pereira,faltan médicos en el centro de salud.,Salud,Urgente,2024-01-07,0,1,0,GRAVE,Salud,1,1,2024-01-07
5501,Jorge,,M,Pereira,queremos más presencia policial.,Salud,No urgente,2023-05-16,1,0,1,LEVE,Salud,1,1,2023-05-16
5502,Camilo,80.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Salud,Urgente,2023-06-02,0,0,1,GRAVE,Salud,1,1,2023-06-02
5503,Sofía,49.0,F,Medellín,la contaminación del río está aumentando.,Educación,No urgente,2024-03-18,0,0,1,LEVE,Educación,1,1,2024-03-18
5504,Camilo,,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-03-10,0,1,1,LEVE,Salud,1,1,2023-03-10
5505,Laura,21.0,F,Medellín,la contaminación del río está aumentando.,Salud,No urgente,2024-01-17,1,0,1,LEVE,Salud,1,1,2024-01-17
5506,Camilo,62.0,F,Santa Marta,,Seguridad,No urgente,2023-12-23,1,1,0,LEVE,Seguridad,1,1,2023-12-23
5507,Camilo,,M,Cali,la contaminación del río está aumentando.,Salud,Urgente,2023-04-30,1,1,1,GRAVE,Salud,1,1,2023-04-30
5508,Laura,69.0,F,Pereira,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-04-06,1,1,1,LEVE,Educación,1,1,2024-04-06
5509,Jorge,68.0,Otro,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-01-30,0,1,0,GRAVE,Medio Ambiente,1,1,2024-01-30
5510,Camilo,35.0,F,Cartagena,faltan médicos en el centro de salud.,Salud,No urgente,2023-10-19,1,0,1,LEVE,Salud,1,1,2023-10-19
5511,Pedro,73.0,Otro,Cúcuta,las basuras no se recogen a tiempo.,Educación,No urgente,2023-06-20,1,0,0,LEVE,Educación,1,1,2023-06-20
5512,Sofía,53.0,M,Cali,,Salud,No urgente,2024-01-22,1,1,0,LEVE,Salud,1,1,2024-01-22
5513,Pedro,44.0,F,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-01-06,1,0,1,GRAVE,Medio Ambiente,1,1,2023-01-06
5514,Juan,68.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-11-16,0,1,1,LEVE,Medio Ambiente,1,1,2023-11-16
5515,Sofía,59.0,M,Cartagena,,Medio Ambiente,No urgente,2023-05-09,0,1,0,LEVE,Medio Ambiente,1,1,2023-05-09
5516,Camilo,41.0,F,Medellín,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-03-07,1,1,0,GRAVE,Educación,1,1,2024-03-07
5517,Juan,68.0,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-06-20,0,1,0,LEVE,Educación,1,1,2023-06-20
5518,María,80.0,M,Cúcuta,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-10-11,0,0,1,LEVE,Seguridad,1,1,2024-10-11
5519,Juan,51.0,,Manizales,las basuras no se recogen a tiempo.,Seguridad,Urgente,2023-04-14,1,1,0,GRAVE,Seguridad,1,1,2023-04-14
5520,Ana,31.0,F,Pereira,falta agua potable en varias casas.,Salud,No urgente,2024-05-21,1,0,1,LEVE,Salud,1,1,2024-05-21
5521,Juan,72.0,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2024-01-05,0,0,1,LEVE,Educación,1,1,2024-01-05
5522,Carlos,16.0,F,Bogotá,queremos más presencia policial.,Salud,Urgente,2023-08-17,1,0,1,GRAVE,Salud,1,1,2023-08-17
5523,Camilo,22.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-11-22,0,1,1,LEVE,Educación,1,1,2023-11-22
5524,Carlos,,M,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-02-24,1,1,0,LEVE,Medio Ambiente,1,1,2024-02-24
5525,Camilo,69.0,F,Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-03-12,0,1,0,LEVE,Medio Ambiente,1,1,2023-03-12
5526,Sofía,78.0,,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-03-14,0,1,0,GRAVE,Medio Ambiente,1,1,2023-03-14
5527,Juan,40.0,Otro,Medellín,queremos más presencia policial.,Medio Ambiente,Urgente,2024-05-17,1,0,1,GRAVE,Medio Ambiente,1,1,2024-05-17
5528,Carlos,60.0,Otro,Medellín,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-09-14,0,1,1,GRAVE,Seguridad,1,1,2024-09-14
5529,Pedro,58.0,Otro,Bucaramanga,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2024-10-08,1,0,0,GRAVE,Medio Ambiente,1,1,2024-10-08
5530,Carlos,42.0,Otro,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-12-26,0,0,0,GRAVE,Medio Ambiente,1,1,2023-12-26
5531,Laura,61.0,M,Santa Marta,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-05-02,0,0,1,LEVE,Seguridad,1,1,2023-05-02
5532,María,67.0,F,Medellín,,Salud,Urgente,2023-05-15,1,1,1,GRAVE,Salud,1,1,2023-05-15
5533,Sofía,,Otro,Pereira,las basuras no se recogen a tiempo.,Educación,Urgente,2023-04-23,1,1,1,GRAVE,Educación,1,1,2023-04-23
5534,Ana,58.0,,Barranquilla,queremos más presencia policial.,Salud,No urgente,2024-03-14,0,0,0,LEVE,Salud,1,1,2024-03-14
5535,Pedro,65.0,M,Cartagena,la contaminación del río está aumentando.,Seguridad,No urgente,2024-04-05,0,0,1,LEVE,Seguridad,1,1,2024-04-05
5536,Camilo,35.0,Otro,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-06-11,1,1,0,GRAVE,Medio Ambiente,1,1,2024-06-11
5537,Camilo,25.0,Otro,Cúcuta,,Salud,No urgente,2023-11-23,1,0,0,LEVE,Salud,1,1,2023-11-23
5538,Carlos,42.0,,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-12-29,0,0,1,GRAVE,Medio Ambiente,1,1,2023-12-29
5539,Jorge,,M,Barranquilla,queremos más presencia policial.,Salud,Urgente,2023-08-20,0,1,1,GRAVE,Salud,1,1,2023-08-20
5540,Juan,59.0,F,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-02-29,1,0,1,LEVE,Medio Ambiente,1,1,2024-02-29
5541,Valentina,60.0,M,Pereira,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-12-21,1,1,0,LEVE,Medio Ambiente,1,1,2023-12-21
5542,Valentina,64.0,F,Cali,queremos más presencia policial.,Medio Ambiente,Urgente,2023-03-14,1,0,0,GRAVE,Medio Ambiente,1,1,2023-03-14
5543,Valentina,38.0,Otro,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-10-12,1,0,1,LEVE,Educación,1,1,2024-10-12
5544,Carlos,66.0,Otro,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-01-25,1,0,1,LEVE,Medio Ambiente,1,1,2024-01-25
5545,Ana,78.0,M,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-06-18,1,0,0,GRAVE,Medio Ambiente,1,1,2023-06-18
5546,Camilo,64.0,M,Santa Marta,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-05-11,1,1,0,GRAVE,Seguridad,1,1,2023-05-11
5547,Jorge,70.0,M,Cali,la contaminación del río está aumentando.,Salud,No urgente,2024-08-11,0,0,0,LEVE,Salud,1,1,2024-08-11
5548,Jorge,61.0,M,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-01-02,1,1,1,GRAVE,Medio Ambiente,1,1,2024-01-02
5549,Carlos,62.0,F,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-07-04,0,0,1,GRAVE,Educación,1,1,2023-07-04
5550,Sofía,69.0,F,Bucaramanga,la contaminación del río está aumentando.,Seguridad,No urgente,2024-01-18,0,1,1,LEVE,Seguridad,1,1,2024-01-18
5551,Valentina,,,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-11-10,1,0,0,LEVE,Medio Ambiente,1,1,2023-11-10
5552,Juan,75.0,F,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-10-21,0,0,0,LEVE,Medio Ambiente,1,1,2024-10-21
5553,Pedro,59.0,,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-03-08,1,0,1,GRAVE,Salud,1,1,2024-03-08
5554,María,76.0,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-05-27,1,0,1,GRAVE,Medio Ambiente,1,1,2024-05-27
5555,Pedro,69.0,M,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-07-24,1,0,0,LEVE,Seguridad,1,1,2024-07-24
5556,Juan,60.0,,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,2023-03-27,0,1,1,LEVE,Educación,1,1,2023-03-27
5557,Sofía,77.0,F,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,2024-04-04,0,0,1,GRAVE,Salud,1,1,2024-04-04
5558,María,20.0,M,Bucaramanga,la contaminación del río está aumentando.,Salud,Urgente,2023-02-24,0,0,0,GRAVE,Salud,1,1,2023-02-24
5559,Sofía,44.0,F,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,2023-06-16,0,0,0,GRAVE,Seguridad,1,1,2023-06-16
5560,Juan,36.0,F,Bucaramanga,no hay suficientes escuelas públicas.,Educación,Urgente,2023-11-20,0,1,1,GRAVE,Educación,1,1,2023-11-20
5561,Camilo,36.0,F,Medellín,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-10-15,1,0,0,LEVE,Seguridad,1,1,2023-10-15
5562,Juan,49.0,M,Bogotá,no hay suficientes escuelas públicas.,Salud,Urgente,2024-08-10,0,0,0,GRAVE,Salud,1,1,2024-08-10
5563,Pedro,62.0,M,Barranquilla,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-07-27,1,0,0,GRAVE,Seguridad,1,1,2024-07-27
5564,Valentina,37.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-09-02,0,0,0,GRAVE,Educación,1,1,2023-09-02
5565,Camilo,46.0,,Santa Marta,falta agua potable en varias casas.,Educación,No urgente,2023-03-23,0,1,1,LEVE,Educación,1,1,2023-03-23
5566,Valentina,60.0,Otro,Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-07-03,0,1,1,LEVE,Medio Ambiente,1,1,2023-07-03
5567,Laura,56.0,F,Pereira,las basuras no se recogen a tiempo.,Salud,No urgente,2023-08-28,0,0,1,LEVE,Salud,1,1,2023-08-28
5568,Sofía,19.0,F,Cali,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-10-07,1,1,0,GRAVE,Medio Ambiente,1,1,2023-10-07
5569,María,52.0,Otro,Pereira,la contaminación del río está aumentando.,Salud,Urgente,2024-02-28,0,1,1,GRAVE,Salud,1,1,2024-02-28
5570,Pedro,,M,Cartagena,no hay suficientes escuelas públicas.,Salud,Urgente,2023-06-24,0,1,0,GRAVE,Salud,1,1,2023-06-24
5571,Camilo,37.0,F,Medellín,queremos más presencia policial.,Seguridad,No urgente,2024-12-01,1,1,0,LEVE,Seguridad,1,1,2024-12-01
5572,Camilo,60.0,F,Medellín,la contaminación del río está aumentando.,Seguridad,No urgente,2024-06-09,1,1,1,LEVE,Seguridad,1,1,2024-06-09
5573,Camilo,29.0,M,Cali,las basuras no se recogen a tiempo.,Seguridad,No urgente,2024-04-07,1,1,0,LEVE,Seguridad,1,1,2024-04-07
5574,María,79.0,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-08-25,1,0,1,GRAVE,Medio Ambiente,1,1,2024-08-25
5575,Jorge,26.0,M,Cartagena,las basuras no se recogen a tiempo.,Seguridad,No urgente,2024-07-03,1,0,1,LEVE,Seguridad,1,1,2024-07-03
5576,Valentina,,M,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-05-24,0,0,1,GRAVE,Medio Ambiente,1,1,2023-05-24
5577,María,50.0,F,Bucaramanga,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-08-11,0,0,1,GRAVE,Seguridad,1,1,2023-08-11
5578,Carlos,39.0,,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-09-08,0,0,0,GRAVE,Medio Ambiente,1,1,2024-09-08
5579,Carlos,56.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-05-07,0,1,0,LEVE,Medio Ambiente,1,1,2023-05-07
5580,Juan,73.0,Otro,Cali,,Salud,Urgente,2024-03-19,0,0,0,GRAVE,Salud,1,1,2024-03-19
5581,Pedro,,F,Medellín,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-07-14,1,0,1,GRAVE,Seguridad,1,1,2024-07-14
5582,Laura,67.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-08-26,1,1,0,GRAVE,Salud,1,1,2023-08-26
5583,Camilo,55.0,Otro,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2024-03-07,1,1,0,LEVE,Seguridad,1,1,2024-03-07
5584,Laura,15.0,Otro,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-05-15,0,1,0,LEVE,Medio Ambiente,1,1,2023-05-15
5585,Ana,29.0,Otro,Bucaramanga,faltan médicos en el centro de salud.,Educación,Urgente,2024-08-13,0,1,1,GRAVE,Educación,1,1,2024-08-13
5586,Laura,71.0,F,Barranquilla,la contaminación del río está aumentando.,Educación,Urgente,2024-09-16,0,1,1,GRAVE,Educación,1,1,2024-09-16
5587,Juan,61.0,M,Bogotá,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-01-12,1,1,0,LEVE,Seguridad,1,1,2023-01-12
5588,Valentina,54.0,M,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-09-02,0,1,0,LEVE,Medio Ambiente,1,1,2024-09-02
5589,Camilo,77.0,F,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,2023-07-20,0,0,1,GRAVE,Salud,1,1,2023-07-20
5590,Valentina,27.0,Otro,Cali,la contaminación del río está aumentando.,Educación,No urgente,2024-06-22,0,1,0,LEVE,Educación,1,1,2024-06-22
5591,Carlos,58.0,,Manizales,las basuras no se recogen a tiempo.,Educación,Urgente,2023-06-01,0,1,0,GRAVE,Educación,1,1,2023-06-01
5592,Carlos,19.0,F,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,2024-04-23,1,0,1,GRAVE,Seguridad,1,1,2024-04-23
5593,Camilo,29.0,Otro,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-08-19,1,0,0,LEVE,Medio Ambiente,1,1,2024-08-19
5594,Carlos,74.0,M,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-01-13,0,1,1,LEVE,Medio Ambiente,1,1,2023-01-13
5595,Laura,20.0,,Bucaramanga,queremos más presencia policial.,Seguridad,Urgente,2023-11-11,0,1,0,GRAVE,Seguridad,1,1,2023-11-11
5596,Juan,42.0,Otro,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-09-28,0,1,1,LEVE,Medio Ambiente,1,1,2023-09-28
5597,Juan,25.0,Otro,Cartagena,la contaminación del río está aumentando.,Educación,No urgente,2024-06-10,0,1,0,LEVE,Educación,1,1,2024-06-10
5598,Valentina,60.0,M,Bogotá,falta agua potable en varias casas.,Seguridad,No urgente,2023-08-30,0,1,0,LEVE,Seguridad,1,1,2023-08-30
5599,Ana,53.0,Otro,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-02-11,0,1,1,LEVE,Medio Ambiente,1,1,2023-02-11
5600,María,38.0,F,Bucaramanga,queremos más presencia policial.,Seguridad,Urgente,2023-12-24,1,1,1,GRAVE,Seguridad,1,1,2023-12-24
5601,Camilo,61.0,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-04-07,1,1,0,GRAVE,Medio Ambiente,1,1,2023-04-07
5602,Carlos,80.0,M,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-10-13,1,1,0,GRAVE,Educación,1,1,2023-10-13
5603,Camilo,72.0,F,Bogotá,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-09-03,0,0,1,LEVE,Educación,1,1,2023-09-03
5604,Valentina,20.0,M,Pereira,queremos más presencia policial.,Medio Ambiente,Urgente,2024-11-04,0,0,0,GRAVE,Medio Ambiente,1,1,2024-11-04
5605,Pedro,65.0,M,Cali,las basuras no se recogen a tiempo.,Salud,Urgente,2024-06-21,1,1,1,GRAVE,Salud,1,1,2024-06-21
5606,Ana,29.0,F,Medellín,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-03-04,0,1,0,LEVE,Educación,1,1,2023-03-04
5607,Valentina,48.0,F,Manizales,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-08-31,0,0,0,LEVE,Seguridad,1,1,2023-08-31
5608,Sofía,56.0,M,Santa Marta,faltan médicos en el centro de salud.,Seguridad,No urgente,2023-07-02,1,0,0,LEVE,Seguridad,1,1,2023-07-02
5609,María,39.0,F,Bucaramanga,no hay suficientes escuelas públicas.,Educación,Urgente,2024-07-15,1,1,1,GRAVE,Educación,1,1,2024-07-15
5610,Laura,33.0,F,Barranquilla,queremos más presencia policial.,Seguridad,Urgente,2024-01-25,0,1,0,GRAVE,Seguridad,1,1,2024-01-25
5611,Sofía,56.0,M,Cúcuta,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-04-11,1,0,0,GRAVE,Seguridad,1,1,2023-04-11
5612,Laura,77.0,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-08-16,0,0,1,GRAVE,Medio Ambiente,1,1,2024-08-16
5613,Pedro,18.0,Otro,Medellín,hay problemas con la recolección de basura.,Educación,Urgente,2024-05-11,1,0,1,GRAVE,Educación,1,1,2024-05-11
5614,Camilo,20.0,Otro,Manizales,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-09-07,1,0,1,GRAVE,Seguridad,1,1,2024-09-07
5615,Juan,56.0,F,Bucaramanga,las basuras no se recogen a tiempo.,Salud,No urgente,2023-10-28,0,1,0,LEVE,Salud,1,1,2023-10-28
5616,Sofía,49.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Educación,Urgente,2024-05-26,0,1,1,GRAVE,Educación,1,1,2024-05-26
5617,Laura,47.0,M,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-03-01,1,1,1,LEVE,Medio Ambiente,1,1,2023-03-01
5618,Juan,76.0,M,Medellín,no hay suficientes escuelas públicas.,Salud,Urgente,2024-05-07,1,1,1,GRAVE,Salud,1,1,2024-05-07
5619,Juan,25.0,M,Cartagena,,Medio Ambiente,No urgente,2023-03-02,0,1,1,LEVE,Medio Ambiente,1,1,2023-03-02
5620,Juan,35.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,2024-04-27,0,1,0,GRAVE,Salud,1,1,2024-04-27
5621,Jorge,41.0,Otro,Santa Marta,no hay suficientes escuelas públicas.,Salud,No urgente,2023-10-16,1,1,0,LEVE,Salud,1,1,2023-10-16
5622,Sofía,25.0,M,Bogotá,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-01-10,0,1,1,GRAVE,Medio Ambiente,1,1,2024-01-10
5623,Camilo,50.0,Otro,Manizales,faltan médicos en el centro de salud.,Seguridad,No urgente,2023-03-08,1,1,1,LEVE,Seguridad,1,1,2023-03-08
5624,Valentina,49.0,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-05-07,0,1,0,LEVE,Medio Ambiente,1,1,2024-05-07
5625,Pedro,26.0,,Bogotá,,Medio Ambiente,No urgente,2024-08-28,1,1,1,LEVE,Medio Ambiente,1,1,2024-08-28
5626,Pedro,56.0,M,Barranquilla,,Educación,No urgente,2024-05-04,1,0,1,LEVE,Educación,1,1,2024-05-04
5627,Pedro,55.0,F,Bucaramanga,hay problemas con la recolección de basura.,Salud,No urgente,2023-09-18,1,1,1,LEVE,Salud,1,1,2023-09-18
5628,Sofía,31.0,F,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,2024-02-21,1,1,0,GRAVE,Salud,1,1,2024-02-21
5629,Juan,50.0,M,Manizales,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-06-01,0,0,0,GRAVE,Seguridad,1,1,2024-06-01
5630,Laura,68.0,Otro,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,2023-02-05,0,1,0,GRAVE,Salud,1,1,2023-02-05
5631,Jorge,43.0,M,Pereira,queremos más presencia policial.,Seguridad,No urgente,2023-11-12,0,1,1,LEVE,Seguridad,1,1,2023-11-12
5632,María,63.0,F,Bogotá,no hay suficientes escuelas públicas.,Salud,No urgente,2024-11-28,0,1,1,LEVE,Salud,1,1,2024-11-28
5633,Carlos,77.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-01-04,1,1,1,LEVE,Medio Ambiente,1,1,2024-01-04
5634,Jorge,47.0,Otro,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-11-28,1,0,1,GRAVE,Medio Ambiente,1,1,2024-11-28
5635,Pedro,80.0,M,Medellín,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2024-10-31,0,1,1,GRAVE,Seguridad,1,1,2024-10-31
5636,María,71.0,F,Medellín,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-10-16,0,1,1,LEVE,Seguridad,1,1,2024-10-16
5637,Carlos,24.0,F,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-01-03,0,1,0,LEVE,Medio Ambiente,1,1,2023-01-03
5638,Camilo,16.0,F,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-03-08,1,0,0,LEVE,Medio Ambiente,1,1,2023-03-08
5639,Pedro,38.0,F,Bucaramanga,faltan médicos en el centro de salud.,Educación,No urgente,2024-10-14,1,0,1,LEVE,Educación,1,1,2024-10-14
5640,Pedro,49.0,F,Barranquilla,faltan médicos en el centro de salud.,Salud,Urgente,2023-09-21,1,1,0,GRAVE,Salud,1,1,2023-09-21
5641,Camilo,55.0,Otro,Pereira,faltan médicos en el centro de salud.,Salud,Urgente,2024-07-11,1,1,0,GRAVE,Salud,1,1,2024-07-11
5642,Valentina,72.0,M,Barranquilla,las basuras no se recogen a tiempo.,Educación,No urgente,2024-02-26,0,1,0,LEVE,Educación,1,1,2024-02-26
5643,Ana,16.0,Otro,Santa Marta,queremos más presencia policial.,Seguridad,Urgente,2023-03-19,0,1,1,GRAVE,Seguridad,1,1,2023-03-19
5644,Camilo,56.0,Otro,Medellín,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-03-08,0,0,0,GRAVE,Medio Ambiente,1,1,2023-03-08
5645,Carlos,69.0,F,Cartagena,faltan médicos en el centro de salud.,Educación,Urgente,2024-08-29,0,0,0,GRAVE,Educación,1,1,2024-08-29
5646,Juan,54.0,F,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,2024-11-03,0,1,0,LEVE,Salud,1,1,2024-11-03
5647,Laura,,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-07-28,1,0,0,GRAVE,Seguridad,1,1,2024-07-28
5648,María,24.0,Otro,Medellín,falta agua potable en varias casas.,Salud,Urgente,2024-05-26,0,1,1,GRAVE,Salud,1,1,2024-05-26
